County,WeekStartDate,NewPos_All,Age 0-19,Age 20-39,Age 40-59,Age 60-79,Age 80+,Positive UnkAge,dtm_updated
Adams County,2020-03-08,4,0,1,1,2,0,0,2020/11/08 12:47:15
Adams County,2020-03-15,3,0,0,3,0,0,0,2020/11/08 12:47:15
Adams County,2020-03-22,12,0,4,4,4,0,0,2020/11/08 12:47:15
Adams County,2020-03-29,15,3,5,4,3,0,0,2020/11/08 12:47:15
Adams County,2020-04-05,7,0,2,4,1,0,0,2020/11/08 12:47:15
Adams County,2020-04-12,2,0,1,1,0,0,0,2020/11/08 12:47:15
Adams County,2020-04-19,4,0,4,0,0,0,0,2020/11/08 12:47:15
Adams County,2020-04-26,2,0,1,1,0,0,0,2020/11/08 12:47:15
Adams County,2020-05-03,1,1,0,0,0,0,0,2020/11/08 12:47:15
Adams County,2020-05-10,2,0,1,1,0,0,0,2020/11/08 12:47:15
Adams County,2020-05-17,5,0,1,4,0,0,0,2020/11/08 12:47:15
Adams County,2020-05-24,17,2,9,4,2,0,0,2020/11/08 12:47:15
Adams County,2020-05-31,14,5,6,3,0,0,0,2020/11/08 12:47:15
Adams County,2020-06-07,12,1,2,5,3,0,1,2020/11/08 12:47:15
Adams County,2020-06-14,13,1,4,5,3,0,0,2020/11/08 12:47:15
Adams County,2020-06-21,31,0,16,9,5,1,0,2020/11/08 12:47:15
Adams County,2020-06-28,54,15,13,18,8,0,0,2020/11/08 12:47:15
Adams County,2020-07-05,57,17,24,10,4,2,0,2020/11/08 12:47:15
Adams County,2020-07-12,64,13,21,23,5,2,0,2020/11/08 12:47:15
Adams County,2020-07-19,53,13,14,10,6,10,0,2020/11/08 12:47:15
Adams County,2020-07-26,34,6,12,9,4,3,0,2020/11/08 12:47:15
Adams County,2020-08-02,56,6,22,20,7,1,0,2020/11/08 12:47:15
Adams County,2020-08-09,51,13,15,13,8,2,0,2020/11/08 12:47:15
Adams County,2020-08-16,60,14,23,17,5,0,1,2020/11/08 12:47:15
Adams County,2020-08-23,62,9,31,14,7,1,0,2020/11/08 12:47:15
Adams County,2020-08-30,92,16,30,30,14,2,0,2020/11/08 12:47:15
Adams County,2020-09-06,49,6,25,15,1,2,0,2020/11/08 12:47:15
Adams County,2020-09-13,45,10,19,7,7,2,0,2020/11/08 12:47:15
Adams County,2020-09-20,39,1,20,12,6,0,0,2020/11/08 12:47:15
Adams County,2020-09-27,16,4,3,4,5,0,0,2020/11/08 12:47:15
Adams County,2020-10-04,20,1,8,2,6,3,0,2020/11/08 12:47:15
Adams County,2020-10-11,17,3,5,5,3,1,0,2020/11/08 12:47:15
Adams County,2020-10-18,10,4,5,1,0,0,0,2020/11/08 12:47:15
Adams County,2020-10-25,36,10,14,8,4,0,0,2020/11/08 12:47:15
Adams County,2020-11-01,30,5,10,11,3,0,1,2020/11/08 12:47:15
Asotin County,2020-03-15,2,0,0,0,2,0,0,2020/11/08 12:47:15
Asotin County,2020-03-22,1,0,1,0,0,0,0,2020/11/08 12:47:15
Asotin County,2020-03-29,2,0,0,2,0,0,0,2020/11/08 12:47:15
Asotin County,2020-04-05,7,0,1,4,1,1,0,2020/11/08 12:47:15
Asotin County,2020-04-12,4,1,0,3,0,0,0,2020/11/08 12:47:15
Asotin County,2020-04-19,3,0,0,0,2,1,0,2020/11/08 12:47:15
Asotin County,2020-05-17,1,0,0,1,0,0,0,2020/11/08 12:47:15
Asotin County,2020-05-31,1,0,0,0,1,0,0,2020/11/08 12:47:15
Asotin County,2020-06-14,1,0,0,0,1,0,0,2020/11/08 12:47:15
Asotin County,2020-06-21,1,0,0,0,1,0,0,2020/11/08 12:47:15
Asotin County,2020-07-12,1,0,1,0,0,0,0,2020/11/08 12:47:15
Asotin County,2020-07-19,1,0,1,0,0,0,0,2020/11/08 12:47:15
Asotin County,2020-07-26,6,2,2,2,0,0,0,2020/11/08 12:47:15
Asotin County,2020-08-02,7,0,3,2,2,0,0,2020/11/08 12:47:15
Asotin County,2020-08-09,9,1,5,1,2,0,0,2020/11/08 12:47:15
Asotin County,2020-08-16,7,0,4,3,0,0,0,2020/11/08 12:47:15
Asotin County,2020-08-23,3,0,0,2,1,0,0,2020/11/08 12:47:15
Asotin County,2020-08-30,8,1,2,0,5,0,0,2020/11/08 12:47:15
Asotin County,2020-09-06,12,2,1,2,7,0,0,2020/11/08 12:47:15
Asotin County,2020-09-13,27,3,6,7,5,6,0,2020/11/08 12:47:15
Asotin County,2020-09-20,21,4,3,2,8,4,0,2020/11/08 12:47:15
Asotin County,2020-09-27,21,0,7,4,6,4,0,2020/11/08 12:47:15
Asotin County,2020-10-04,30,2,11,4,12,1,0,2020/11/08 12:47:15
Asotin County,2020-10-11,37,6,13,10,3,5,0,2020/11/08 12:47:15
Asotin County,2020-10-18,34,2,15,7,9,1,0,2020/11/08 12:47:15
Asotin County,2020-10-25,74,5,32,21,12,4,0,2020/11/08 12:47:15
Asotin County,2020-11-01,20,1,4,6,8,1,0,2020/11/08 12:47:15
Benton County,2020-02-16,1,0,1,0,0,0,0,2020/11/08 12:47:15
Benton County,2020-03-01,7,0,0,0,3,4,0,2020/11/08 12:47:15
Benton County,2020-03-08,17,0,3,4,6,4,0,2020/11/08 12:47:15
Benton County,2020-03-15,58,2,15,16,10,14,1,2020/11/08 12:47:15
Benton County,2020-03-22,105,3,21,26,25,30,0,2020/11/08 12:47:15
Benton County,2020-03-29,88,2,24,29,21,12,0,2020/11/08 12:47:15
Benton County,2020-04-05,72,7,21,30,12,2,0,2020/11/08 12:47:15
Benton County,2020-04-12,67,3,31,22,9,2,0,2020/11/08 12:47:15
Benton County,2020-04-19,102,6,38,25,19,14,0,2020/11/08 12:47:15
Benton County,2020-04-26,81,7,24,26,15,9,0,2020/11/08 12:47:15
Benton County,2020-05-03,44,2,20,10,9,3,0,2020/11/08 12:47:15
Benton County,2020-05-10,68,4,32,26,5,1,0,2020/11/08 12:47:15
Benton County,2020-05-17,101,13,39,26,9,14,0,2020/11/08 12:47:15
Benton County,2020-05-24,120,11,47,32,21,9,0,2020/11/08 12:47:15
Benton County,2020-05-31,187,19,76,58,28,6,0,2020/11/08 12:47:15
Benton County,2020-06-07,257,31,120,73,27,6,0,2020/11/08 12:47:15
Benton County,2020-06-14,280,31,104,85,36,23,1,2020/11/08 12:47:15
Benton County,2020-06-21,300,41,148,73,31,7,0,2020/11/08 12:47:15
Benton County,2020-06-28,376,52,178,102,35,9,0,2020/11/08 12:47:15
Benton County,2020-07-05,417,65,202,97,41,12,0,2020/11/08 12:47:15
Benton County,2020-07-12,359,65,179,83,26,5,1,2020/11/08 12:47:15
Benton County,2020-07-19,355,72,152,92,34,4,1,2020/11/08 12:47:15
Benton County,2020-07-26,218,41,72,74,27,4,0,2020/11/08 12:47:15
Benton County,2020-08-02,137,30,53,38,16,0,0,2020/11/08 12:47:15
Benton County,2020-08-09,135,24,64,30,16,1,0,2020/11/08 12:47:15
Benton County,2020-08-16,128,18,63,26,17,4,0,2020/11/08 12:47:15
Benton County,2020-08-23,121,17,48,38,16,2,0,2020/11/08 12:47:15
Benton County,2020-08-30,93,10,44,22,14,3,0,2020/11/08 12:47:15
Benton County,2020-09-06,83,18,36,16,12,1,0,2020/11/08 12:47:15
Benton County,2020-09-13,102,19,39,24,14,6,0,2020/11/08 12:47:15
Benton County,2020-09-20,128,20,43,41,20,4,0,2020/11/08 12:47:15
Benton County,2020-09-27,156,31,59,50,11,5,0,2020/11/08 12:47:15
Benton County,2020-10-04,151,25,64,41,18,3,0,2020/11/08 12:47:15
Benton County,2020-10-11,182,25,73,52,29,3,0,2020/11/08 12:47:15
Benton County,2020-10-18,175,35,57,46,33,4,0,2020/11/08 12:47:15
Benton County,2020-10-25,315,41,131,111,25,7,0,2020/11/08 12:47:15
Benton County,2020-11-01,312,54,122,80,50,6,0,2020/11/08 12:47:15
Chelan County,2020-02-09,1,0,0,1,0,0,0,2020/11/08 12:47:15
Chelan County,2020-03-08,8,0,1,5,1,1,0,2020/11/08 12:47:15
Chelan County,2020-03-15,8,0,4,0,2,2,0,2020/11/08 12:47:15
Chelan County,2020-03-22,12,0,3,2,3,4,0,2020/11/08 12:47:15
Chelan County,2020-03-29,24,1,7,6,9,1,0,2020/11/08 12:47:15
Chelan County,2020-04-05,16,0,10,4,2,0,0,2020/11/08 12:47:15
Chelan County,2020-04-12,25,1,18,6,0,0,0,2020/11/08 12:47:15
Chelan County,2020-04-19,26,5,7,9,5,0,0,2020/11/08 12:47:15
Chelan County,2020-04-26,19,1,6,6,6,0,0,2020/11/08 12:47:15
Chelan County,2020-05-03,25,6,11,7,1,0,0,2020/11/08 12:47:15
Chelan County,2020-05-10,35,6,18,10,0,1,0,2020/11/08 12:47:15
Chelan County,2020-05-17,43,5,16,19,3,0,0,2020/11/08 12:47:15
Chelan County,2020-05-24,20,5,8,5,2,0,0,2020/11/08 12:47:15
Chelan County,2020-05-31,6,2,3,0,1,0,0,2020/11/08 12:47:15
Chelan County,2020-06-07,10,4,5,1,0,0,0,2020/11/08 12:47:15
Chelan County,2020-06-14,24,0,13,9,1,1,0,2020/11/08 12:47:15
Chelan County,2020-06-21,60,5,27,22,4,2,0,2020/11/08 12:47:15
Chelan County,2020-06-28,118,20,48,35,11,4,0,2020/11/08 12:47:15
Chelan County,2020-07-05,157,19,68,50,17,3,0,2020/11/08 12:47:15
Chelan County,2020-07-12,195,30,93,54,13,5,0,2020/11/08 12:47:15
Chelan County,2020-07-19,209,36,84,60,22,7,0,2020/11/08 12:47:15
Chelan County,2020-07-26,233,51,88,71,22,1,0,2020/11/08 12:47:15
Chelan County,2020-08-02,162,17,70,62,13,0,0,2020/11/08 12:47:15
Chelan County,2020-08-09,150,23,62,51,13,1,0,2020/11/08 12:47:15
Chelan County,2020-08-16,108,18,54,25,10,1,0,2020/11/08 12:47:15
Chelan County,2020-08-23,44,7,22,10,4,1,0,2020/11/08 12:47:15
Chelan County,2020-08-30,45,16,9,15,4,1,0,2020/11/08 12:47:15
Chelan County,2020-09-06,45,11,16,12,6,0,0,2020/11/08 12:47:15
Chelan County,2020-09-13,13,0,5,3,5,0,0,2020/11/08 12:47:15
Chelan County,2020-09-20,23,4,8,7,4,0,0,2020/11/08 12:47:15
Chelan County,2020-09-27,40,13,19,7,1,0,0,2020/11/08 12:47:15
Chelan County,2020-10-04,40,5,19,11,4,1,0,2020/11/08 12:47:15
Chelan County,2020-10-11,32,6,10,10,6,0,0,2020/11/08 12:47:15
Chelan County,2020-10-18,31,5,12,6,8,0,0,2020/11/08 12:47:15
Chelan County,2020-10-25,37,4,16,11,5,1,0,2020/11/08 12:47:15
Chelan County,2020-11-01,50,12,13,17,8,0,0,2020/11/08 12:47:15
Clallam County,2020-03-01,2,0,0,0,2,0,0,2020/11/08 12:47:15
Clallam County,2020-03-08,5,0,0,2,3,0,0,2020/11/08 12:47:15
Clallam County,2020-03-15,3,0,2,0,1,0,0,2020/11/08 12:47:15
Clallam County,2020-03-29,3,0,2,0,1,0,0,2020/11/08 12:47:15
Clallam County,2020-04-05,1,0,0,1,0,0,0,2020/11/08 12:47:15
Clallam County,2020-04-19,4,0,3,0,0,1,0,2020/11/08 12:47:15
Clallam County,2020-04-26,1,0,1,0,0,0,0,2020/11/08 12:47:15
Clallam County,2020-05-10,4,2,0,2,0,0,0,2020/11/08 12:47:15
Clallam County,2020-05-17,2,2,0,0,0,0,0,2020/11/08 12:47:15
Clallam County,2020-05-24,2,0,1,0,0,1,0,2020/11/08 12:47:15
Clallam County,2020-05-31,1,0,0,1,0,0,0,2020/11/08 12:47:15
Clallam County,2020-06-07,4,0,2,1,1,0,0,2020/11/08 12:47:15
Clallam County,2020-06-14,1,0,1,0,0,0,0,2020/11/08 12:47:15
Clallam County,2020-06-21,8,2,3,3,0,0,0,2020/11/08 12:47:15
Clallam County,2020-06-28,5,0,3,0,2,0,0,2020/11/08 12:47:15
Clallam County,2020-07-05,17,7,3,6,1,0,0,2020/11/08 12:47:15
Clallam County,2020-07-12,12,3,4,4,1,0,0,2020/11/08 12:47:15
Clallam County,2020-07-19,20,6,10,1,2,1,0,2020/11/08 12:47:15
Clallam County,2020-07-26,19,6,8,4,1,0,0,2020/11/08 12:47:15
Clallam County,2020-08-02,30,15,9,3,2,1,0,2020/11/08 12:47:15
Clallam County,2020-08-09,26,2,18,6,0,0,0,2020/11/08 12:47:15
Clallam County,2020-08-16,25,3,16,3,2,1,0,2020/11/08 12:47:15
Clallam County,2020-08-23,11,4,3,3,1,0,0,2020/11/08 12:47:15
Clallam County,2020-08-30,7,2,4,0,1,0,0,2020/11/08 12:47:15
Clallam County,2020-09-06,6,1,2,1,2,0,0,2020/11/08 12:47:15
Clallam County,2020-09-13,10,2,3,4,1,0,0,2020/11/08 12:47:15
Clallam County,2020-09-20,7,3,1,1,2,0,0,2020/11/08 12:47:15
Clallam County,2020-09-27,5,0,0,2,2,1,0,2020/11/08 12:47:15
Clallam County,2020-10-04,6,1,1,0,3,1,0,2020/11/08 12:47:15
Clallam County,2020-10-11,10,1,7,1,1,0,0,2020/11/08 12:47:15
Clallam County,2020-10-18,8,2,3,1,2,0,0,2020/11/08 12:47:15
Clallam County,2020-10-25,9,3,4,2,0,0,0,2020/11/08 12:47:15
Clallam County,2020-11-01,9,2,3,1,1,2,0,2020/11/08 12:47:15
Clark County,2020-02-23,4,0,0,2,1,1,0,2020/11/08 12:47:15
Clark County,2020-03-01,5,0,0,2,0,3,0,2020/11/08 12:47:15
Clark County,2020-03-08,30,0,4,15,11,0,0,2020/11/08 12:47:15
Clark County,2020-03-15,57,2,10,26,15,4,0,2020/11/08 12:47:15
Clark County,2020-03-22,69,0,20,27,19,3,0,2020/11/08 12:47:15
Clark County,2020-03-29,48,1,10,19,16,2,0,2020/11/08 12:47:15
Clark County,2020-04-05,62,2,19,17,16,8,0,2020/11/08 12:47:15
Clark County,2020-04-12,47,2,8,15,12,10,0,2020/11/08 12:47:15
Clark County,2020-04-19,23,3,3,7,2,8,0,2020/11/08 12:47:15
Clark County,2020-04-26,20,3,6,6,4,1,0,2020/11/08 12:47:15
Clark County,2020-05-03,22,6,8,7,1,0,0,2020/11/08 12:47:15
Clark County,2020-05-10,21,2,8,8,3,0,0,2020/11/08 12:47:15
Clark County,2020-05-17,69,4,34,28,3,0,0,2020/11/08 12:47:15
Clark County,2020-05-24,76,27,25,18,5,1,0,2020/11/08 12:47:15
Clark County,2020-05-31,58,10,20,22,5,1,0,2020/11/08 12:47:15
Clark County,2020-06-07,41,3,19,14,4,1,0,2020/11/08 12:47:15
Clark County,2020-06-14,67,10,33,15,8,1,0,2020/11/08 12:47:15
Clark County,2020-06-21,158,13,85,44,15,1,0,2020/11/08 12:47:15
Clark County,2020-06-28,182,25,86,47,21,3,0,2020/11/08 12:47:15
Clark County,2020-07-05,279,57,124,64,26,8,0,2020/11/08 12:47:15
Clark County,2020-07-12,278,45,112,89,27,3,2,2020/11/08 12:47:15
Clark County,2020-07-19,170,34,61,46,24,5,0,2020/11/08 12:47:15
Clark County,2020-07-26,179,31,50,48,38,12,0,2020/11/08 12:47:15
Clark County,2020-08-02,185,25,70,52,31,7,0,2020/11/08 12:47:15
Clark County,2020-08-09,173,22,59,51,32,9,0,2020/11/08 12:47:15
Clark County,2020-08-16,151,20,56,50,20,5,0,2020/11/08 12:47:15
Clark County,2020-08-23,144,18,42,50,27,7,0,2020/11/08 12:47:15
Clark County,2020-08-30,196,28,79,57,18,14,0,2020/11/08 12:47:15
Clark County,2020-09-06,106,12,34,27,23,10,0,2020/11/08 12:47:15
Clark County,2020-09-13,160,25,57,40,32,6,0,2020/11/08 12:47:15
Clark County,2020-09-20,221,53,79,52,32,5,0,2020/11/08 12:47:15
Clark County,2020-09-27,233,31,101,65,30,6,0,2020/11/08 12:47:15
Clark County,2020-10-04,276,28,114,84,39,10,1,2020/11/08 12:47:15
Clark County,2020-10-11,274,40,107,91,30,6,0,2020/11/08 12:47:15
Clark County,2020-10-18,270,27,101,89,40,12,1,2020/11/08 12:47:15
Clark County,2020-10-25,367,60,135,108,52,12,0,2020/11/08 12:47:15
Clark County,2020-11-01,392,57,168,106,52,8,1,2020/11/08 12:47:15
Columbia County,2020-03-01,1,0,0,0,1,0,0,2020/11/08 12:47:15
Columbia County,2020-06-07,2,0,0,2,0,0,0,2020/11/08 12:47:15
Columbia County,2020-06-14,5,4,1,0,0,0,0,2020/11/08 12:47:15
Columbia County,2020-07-05,1,0,0,1,0,0,0,2020/11/08 12:47:15
Columbia County,2020-07-12,1,0,0,1,0,0,0,2020/11/08 12:47:15
Columbia County,2020-07-19,2,0,1,0,1,0,0,2020/11/08 12:47:15
Columbia County,2020-07-26,1,0,0,0,1,0,0,2020/11/08 12:47:15
Columbia County,2020-08-30,1,0,0,1,0,0,0,2020/11/08 12:47:15
Columbia County,2020-10-11,2,0,0,0,2,0,0,2020/11/08 12:47:15
Columbia County,2020-10-18,1,0,0,0,1,0,0,2020/11/08 12:47:15
Columbia County,2020-10-25,5,1,0,3,0,1,0,2020/11/08 12:47:15
Columbia County,2020-11-01,1,0,0,1,0,0,0,2020/11/08 12:47:15
Cowlitz County,2020-02-23,1,0,0,0,1,0,0,2020/11/08 12:47:15
Cowlitz County,2020-03-01,1,0,0,0,1,0,0,2020/11/08 12:47:15
Cowlitz County,2020-03-08,8,0,2,1,5,0,0,2020/11/08 12:47:15
Cowlitz County,2020-03-15,8,0,3,1,3,1,0,2020/11/08 12:47:15
Cowlitz County,2020-03-22,3,0,2,0,1,0,0,2020/11/08 12:47:15
Cowlitz County,2020-03-29,7,1,1,2,3,0,0,2020/11/08 12:47:15
Cowlitz County,2020-04-05,6,0,0,4,2,0,0,2020/11/08 12:47:15
Cowlitz County,2020-04-12,10,0,2,2,6,0,0,2020/11/08 12:47:15
Cowlitz County,2020-04-19,5,0,3,2,0,0,0,2020/11/08 12:47:15
Cowlitz County,2020-04-26,14,5,6,1,2,0,0,2020/11/08 12:47:15
Cowlitz County,2020-05-03,5,1,1,1,2,0,0,2020/11/08 12:47:15
Cowlitz County,2020-05-10,5,0,2,3,0,0,0,2020/11/08 12:47:15
Cowlitz County,2020-05-17,2,0,0,2,0,0,0,2020/11/08 12:47:15
Cowlitz County,2020-05-24,3,0,0,3,0,0,0,2020/11/08 12:47:15
Cowlitz County,2020-05-31,35,2,18,10,4,1,0,2020/11/08 12:47:15
Cowlitz County,2020-06-07,25,4,12,6,3,0,0,2020/11/08 12:47:15
Cowlitz County,2020-06-14,33,5,15,9,2,1,1,2020/11/08 12:47:15
Cowlitz County,2020-06-21,38,5,12,13,6,2,0,2020/11/08 12:47:15
Cowlitz County,2020-06-28,40,6,17,13,3,1,0,2020/11/08 12:47:15
Cowlitz County,2020-07-05,112,23,54,31,4,0,0,2020/11/08 12:47:15
Cowlitz County,2020-07-12,53,12,18,21,2,0,0,2020/11/08 12:47:15
Cowlitz County,2020-07-19,25,4,10,9,2,0,0,2020/11/08 12:47:15
Cowlitz County,2020-07-26,40,9,8,15,7,1,0,2020/11/08 12:47:15
Cowlitz County,2020-08-02,28,7,13,7,1,0,0,2020/11/08 12:47:15
Cowlitz County,2020-08-09,15,2,7,5,0,1,0,2020/11/08 12:47:15
Cowlitz County,2020-08-16,19,1,10,6,2,0,0,2020/11/08 12:47:15
Cowlitz County,2020-08-23,13,0,6,6,1,0,0,2020/11/08 12:47:15
Cowlitz County,2020-08-30,24,7,12,2,3,0,0,2020/11/08 12:47:15
Cowlitz County,2020-09-06,20,2,8,4,3,3,0,2020/11/08 12:47:15
Cowlitz County,2020-09-13,58,10,18,14,10,6,0,2020/11/08 12:47:15
Cowlitz County,2020-09-20,38,6,16,12,4,0,0,2020/11/08 12:47:15
Cowlitz County,2020-09-27,29,6,12,8,3,0,0,2020/11/08 12:47:15
Cowlitz County,2020-10-04,31,1,13,9,7,1,0,2020/11/08 12:47:15
Cowlitz County,2020-10-11,37,6,17,11,2,1,0,2020/11/08 12:47:15
Cowlitz County,2020-10-18,28,4,11,7,6,0,0,2020/11/08 12:47:15
Cowlitz County,2020-10-25,50,6,15,19,10,0,0,2020/11/08 12:47:15
Cowlitz County,2020-11-01,46,5,16,14,10,1,0,2020/11/08 12:47:15
Douglas County,2020-03-01,3,0,0,1,1,0,1,2020/11/08 12:47:15
Douglas County,2020-03-08,1,0,0,0,0,1,0,2020/11/08 12:47:15
Douglas County,2020-03-15,1,0,0,0,1,0,0,2020/11/08 12:47:15
Douglas County,2020-03-22,8,3,1,2,0,2,0,2020/11/08 12:47:15
Douglas County,2020-03-29,8,1,6,1,0,0,0,2020/11/08 12:47:15
Douglas County,2020-04-05,8,0,4,1,2,1,0,2020/11/08 12:47:15
Douglas County,2020-04-12,38,2,31,4,0,1,0,2020/11/08 12:47:15
Douglas County,2020-04-19,13,0,6,5,2,0,0,2020/11/08 12:47:15
Douglas County,2020-04-26,23,1,7,8,5,2,0,2020/11/08 12:47:15
Douglas County,2020-05-03,20,3,10,7,0,0,0,2020/11/08 12:47:15
Douglas County,2020-05-10,21,2,6,9,4,0,0,2020/11/08 12:47:15
Douglas County,2020-05-17,23,4,5,12,2,0,0,2020/11/08 12:47:15
Douglas County,2020-05-24,11,1,4,5,1,0,0,2020/11/08 12:47:15
Douglas County,2020-05-31,3,0,1,2,0,0,0,2020/11/08 12:47:15
Douglas County,2020-06-07,13,5,3,4,1,0,0,2020/11/08 12:47:15
Douglas County,2020-06-14,20,4,7,8,1,0,0,2020/11/08 12:47:15
Douglas County,2020-06-21,47,8,23,14,2,0,0,2020/11/08 12:47:15
Douglas County,2020-06-28,87,18,36,30,2,1,0,2020/11/08 12:47:15
Douglas County,2020-07-05,105,27,35,34,8,1,0,2020/11/08 12:47:15
Douglas County,2020-07-12,155,32,56,48,18,1,0,2020/11/08 12:47:15
Douglas County,2020-07-19,144,29,53,46,14,2,0,2020/11/08 12:47:15
Douglas County,2020-07-26,132,22,51,42,14,3,0,2020/11/08 12:47:15
Douglas County,2020-08-02,106,32,38,28,8,0,0,2020/11/08 12:47:15
Douglas County,2020-08-09,80,20,32,22,5,1,0,2020/11/08 12:47:15
Douglas County,2020-08-16,57,9,30,15,1,2,0,2020/11/08 12:47:15
Douglas County,2020-08-23,27,2,14,10,0,1,0,2020/11/08 12:47:15
Douglas County,2020-08-30,9,2,2,3,2,0,0,2020/11/08 12:47:15
Douglas County,2020-09-06,11,1,1,8,1,0,0,2020/11/08 12:47:15
Douglas County,2020-09-13,4,2,1,1,0,0,0,2020/11/08 12:47:15
Douglas County,2020-09-20,14,2,3,7,2,0,0,2020/11/08 12:47:15
Douglas County,2020-09-27,10,1,5,3,1,0,0,2020/11/08 12:47:15
